"","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes"
"10410","csm2B","Fecundity Rate","",NA,NA,1.02296989,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,12,"day",12,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-20","Cera Mai","csm417@ic.ac.uk",""
"10510","csm2B","Fecundity Rate","",NA,NA,2.67779855,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,13,"day",13,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-21","Cera Mai","csm417@ic.ac.uk",""
"10610","csm2B","Fecundity Rate","",NA,NA,3.26612669,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,14,"day",14,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-22","Cera Mai","csm417@ic.ac.uk",""
"107100","csm2B","Fecundity Rate","",NA,NA,3.85412253,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,15,"day",15,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-23","Cera Mai","csm417@ic.ac.uk",""
"10810","csm2B","Fecundity Rate","",NA,NA,3.32245068,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,16,"day",16,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-24","Cera Mai","csm417@ic.ac.uk",""
"10910","csm2B","Fecundity Rate","",NA,NA,3.163946,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,17,"day",17,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-25","Cera Mai","csm417@ic.ac.uk",""
"11010","csm2B","Fecundity Rate","",NA,NA,4.49877466,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,18,"day",18,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-26","Cera Mai","csm417@ic.ac.uk",""
"11110","csm2B","Fecundity Rate","",NA,NA,3.70043614,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,19,"day",19,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-27","Cera Mai","csm417@ic.ac.uk",""
"112","csm2B","Fecundity Rate","",NA,NA,4.8752648,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,20,"day",20,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-28","Cera Mai","csm417@ic.ac.uk",""
"113","csm2B","Fecundity Rate","",NA,NA,5.08992731,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,21,"day",21,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-29","Cera Mai","csm417@ic.ac.uk",""
"114","csm2B","Fecundity Rate","",NA,NA,3.22492212,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,22,"day",22,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-30","Cera Mai","csm417@ic.ac.uk",""
"115","csm2B","Fecundity Rate","",NA,NA,4.07975078,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,23,"day",23,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-31","Cera Mai","csm417@ic.ac.uk",""
"116","csm2B","Fecundity Rate","",NA,NA,3.01474559,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,24,"day",24,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-32","Cera Mai","csm417@ic.ac.uk",""
"117","csm2B","Fecundity Rate","",NA,NA,4.13624091,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,25,"day",25,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-33","Cera Mai","csm417@ic.ac.uk",""
"118","csm2B","Fecundity Rate","",NA,NA,4.61773624,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,26,"day",26,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-34","Cera Mai","csm417@ic.ac.uk",""
"119","csm2B","Fecundity Rate","",NA,NA,3.2325649,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,27,"day",27,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-35","Cera Mai","csm417@ic.ac.uk",""
"120","csm2B","Fecundity Rate","",NA,NA,3.44739356,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,28,"day",28,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-36","Cera Mai","csm417@ic.ac.uk",""
"121","csm2B","Fecundity Rate","",NA,NA,3.2357217,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,29,"day",29,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-37","Cera Mai","csm417@ic.ac.uk",""
"122","csm2B","Fecundity Rate","",NA,NA,3.13055036,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,30,"day",30,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-38","Cera Mai","csm417@ic.ac.uk",""
"123","csm2B","Fecundity Rate","",NA,NA,2.91871236,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,31,"day",31,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-39","Cera Mai","csm417@ic.ac.uk",""
"124","csm2B","Fecundity Rate","",NA,NA,2.06687435,"nymphs/female/day",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,"celcius",NA,NA,"Time",NA,32,"day",32,NA,NA,"day",NA,NA,NA,NA,NA,NA,NA,"Adana, Turkey",NA,NA,NA,0,NA,NA,NA,"Aphis gossypii","","","","","","Arthropoda","Insecta","Hemiptera","Aphididae","Aphis","gossypii","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.","10.1007/s10340-005-0082-40","Cera Mai","csm417@ic.ac.uk",""
