originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,location,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,citation,doi,published,embargorelease,figuretable,notes,submittedby,contributoremail
csm2Q,Survival Rate,,,,0.06879731,individuals/day,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,18,,,day,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-172,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2Q,Survival Rate,,,,0.05143642,individuals/day,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,19,,,day,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-173,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2Q,Survival Rate,,,,0.04915281,individuals/day,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,20,,,day,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-174,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2Q,Survival Rate,,,,0.01245008,individuals/day,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,21,,,day,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-175,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,10.8,Days,0.16,0.16,Days,,,,,,,,,,,,,15,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,49,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-9,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,8.1,Days,0.06,0.06,Days,,,,,,,,,,,,,17.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,48,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-10,TRUE,23/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,6.7,Days,0.09,0.09,Days,,,,,,,,,,,,,20,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-11,TRUE,24/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,4.5,Days,0.12,0.12,Days,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,47,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-12,TRUE,25/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,4.6,Days,0.08,0.08,Days,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-13,TRUE,26/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,4.3,Days,0.07,0.07,Days,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-14,TRUE,27/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,4.1,Days,0.05,0.05,Days,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-15,TRUE,28/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2R,Development Time,,,,4.1,Days,0.05,0.05,Days,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-16,TRUE,1/3/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,18.4,%,,,,,,,,,,,,,,,,15,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,49,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-9,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,13.6,%,,,,,,,,,,,,,,,,17.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,48,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-10,TRUE,23/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,8.7,%,,,,,,,,,,,,,,,,20,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-11,TRUE,24/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,4.3,%,,,,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,47,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-12,TRUE,25/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,2.3,%,,,,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-13,TRUE,26/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,2.3,%,,,,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-14,TRUE,27/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,2.2,%,,,,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-15,TRUE,28/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,2.2,%,,,,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-16,TRUE,1/3/2005,,,Cera Mai,csm417@ic.ac.uk
csm2S,Mortality Rate,,,,100,%,,,,,,,,,,,,,,,,35,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,48,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,Nymph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-17,TRUE,2/3/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.208,aphids aphid-1 day-1,0.0056,0.0056,aphids aphid-1 day-1,,,,,,,,,,,,,15,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,49,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-9,TRUE,22/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.291,aphids aphid-1 day-1,0.0051,0.0051,aphids aphid-1 day-1,,,,,,,,,,,,,17.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,48,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-10,TRUE,23/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.358,aphids aphid-1 day-1,0.0051,0.0051,aphids aphid-1 day-1,,,,,,,,,,,,,20,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-11,TRUE,24/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.424,aphids aphid-1 day-1,0.0082,0.0082,aphids aphid-1 day-1,,,,,,,,,,,,,22.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,47,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-12,TRUE,25/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.526,aphids aphid-1 day-1,0.0068,0.0068,aphids aphid-1 day-1,,,,,,,,,,,,,25,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-13,TRUE,26/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.436,aphids aphid-1 day-1,0.0127,0.0127,aphids aphid-1 day-1,,,,,,,,,,,,,27.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-14,TRUE,27/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.431,aphids aphid-1 day-1,0.0137,0.0137,aphids aphid-1 day-1,,,,,,,,,,,,,30,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,46,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-15,TRUE,28/2/2005,,,Cera Mai,csm417@ic.ac.uk
csm2T,Population Growth,,,,0.132,aphids aphid-1 day-1,0.0489,0.0489,aphids aphid-1 day-1,,,,,,,,,,,,,32.5,,celcius,,,,,,,,,,,,,,,,,,"Adana, Turkey",,,NA,0,,,,Aphis gossypii,,,,44,,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,gossypii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satar, Serdar, Ulrich Kersting, and Nedim Uygun. ""Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber."" Journal of Pest Science 78.3 (2005): 133-137.",10.1007/s10340-005-0082-16,TRUE,1/3/2005,,,Cera Mai,csm417@ic.ac.uk
csm3A,Population Growth Rate,,,,0.02403262,1/day,,,,,,,,,,,,,,,,15.9904306,,celcius,,,,,,,,,,,,,,,,,,New Mexico,,,NA,0,,,,Bactrocera cucurbitae,,,,,,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,cucurbitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savage, Van M., et al. ""Effects of body size and temperature on population growth."" The American Naturalist 163.3 (2004): 429-441.",10.1086/381872,TRUE,20/8/2003,,,Cera Mai,csm417@ic.ac.uk
csm3A,Population Growth Rate,,,,0.0775269,1/day,,,,,,,,,,,,,,,,17.9808612,,celcius,,,,,,,,,,,,,,,,,,New Mexico,,,NA,0,,,,Bactrocera cucurbitae,,,,,,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,cucurbitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savage, Van M., et al. ""Effects of body size and temperature on population growth."" The American Naturalist 163.3 (2004): 429-441.",10.1086/381873,TRUE,20/8/2003,,,Cera Mai,csm417@ic.ac.uk
csm3A,Population Growth Rate,,,,0.14850816,1/day,,,,,,,,,,,,,,,,24.0095694,,celcius,,,,,,,,,,,,,,,,,,New Mexico,,,NA,0,,,,Bactrocera cucurbitae,,,,,,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,cucurbitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savage, Van M., et al. ""Effects of body size and temperature on population growth."" The American Naturalist 163.3 (2004): 429-441.",10.1086/381874,TRUE,20/8/2003,,,Cera Mai,csm417@ic.ac.uk
csm3A,Population Growth Rate,,,,0.17637447,1/day,,,,,,,,,,,,,,,,29.0239234,,celcius,,,,,,,,,,,,,,,,,,New Mexico,,,NA,0,,,,Bactrocera cucurbitae,,,,,,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,cucurbitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savage, Van M., et al. ""Effects of body size and temperature on population growth."" The American Naturalist 163.3 (2004): 429-441.",10.1086/381875,TRUE,20/8/2003,,,Cera Mai,csm417@ic.ac.uk
csm3A,Population Growth Rate,,,,0.17513098,1/day,,,,,,,,,,,,,,,,29.0047847,,celcius,,,,,,,,,,,,,,,,,,New Mexico,,,NA,0,,,,Bactrocera cucurbitae,,,,,,Arthropoda,Insecta,Diptera,Tephritidae,Bactrocera,cucurbitae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savage, Van M., et al. ""Effects of body size and temperature on population growth."" The American Naturalist 163.3 (2004): 429-441.",10.1086/381876,TRUE,20/8/2003,,,Cera Mai,csm417@ic.ac.uk
