"","X","originalid","originaltraitname","originaltraitdef","standardisedtraitname","standardisedtraitdef","originaltraitvalue","originaltraitunit","originalerrorpos","originalerrorneg","originalerrorunit","standardisedtraitvalue","standardisedtraitunit","standardisederrorpos","standardisederrorneg","standardisederrorunit","replicates","habitat","labfield","arenavalue","arenaunit","arenavaluesi","arenaunitsi","ambienttemp","ambienttempmethod","ambienttempunit","ambientlight","ambientlightunit","secondstressor","secondstressordef","secondstressorvalue","secondstressorunit","timestart","timeend","totalobstimevalue","totalobstimeunit","totalobstimevaluesi","totalobstimeunitsi","totalobstimenotes","resrepvalue","resrepunit","resrepvaluesi","resrepunitsi","location","locationtype","originallocationdate","locationdate","locationdateprecision","coordinatetype","latitude","longitude","interactor1","interactor1common","interactor1wholepart","interactor1wholeparttype","interactor1number","interactor1kingdom","interactor1phylum","interactor1class","interactor1order","interactor1family","interactor1genus","interactor1species","interactor1stage","interactor1temp","interactor1tempunit","interactor1tempmethod","interactor1growthtemp","interactor1growthtempunit","interactor1growthdur","interactor1growthdurunit","interactor1growthtype","interactor1acc","interactor1acctemp","interactor1acctempnotes","interactor1acctime","interactor1acctimenotes","interactor1acctimeunit","interactor1origtemp","interactor1origtempnotes","interactor1origtime","interactor1origtimenotes","interactor1origtimeunit","interactor1equilibtimevalue","interactor1equilibtimeunit","interactor1size","interactor1sizeunit","interactor1sizetype","interactor1sizesi","interactor1sizeunitsi","interactor1denvalue","interactor1denunit","interactor1dentypesi","interactor1denvaluesi","interactor1denunitsi","interactor1massvaluesi","interactor1massunitsi","interactor2","interactor2common","interactor2kingdom","interactor2phylum","interactor2class","interactor2order","interactor2family","interactor2genus","interactor2species","interactor2stage","interactor2temp","interactor2tempunit","interactor2tempmethod","interactor2growthtemp","interactor2growthtempunit","interactor2growthdur","interactor2growthdurunit","interactor2growthtype","interactor2acc","interactor2acctemp","interactor2acctempnotes","interactor2acctime","interactor2acctimenotes","interactor2acctimeunit","interactor2origtemp","interactor2origtempnotes","interactor2origtime","interactor2origtimenotes","interactor2origtimeunit","interactor2equilibtimevalue","interactor2equilibtimeunit","interactor2size","interactor2sizeunit","interactor2sizetype","interactor2sizesi","interactor2sizeunitsi","interactor2denvalue","interactor2denunit","interactor2dentypesi","interactor2denvaluesi","interactor2denunitsi","interactor2massvaluesi","interactor2massunitsi","physicalprocess","physicalprocess_1","physicalprocess_2","figuretable","citation","doi","submittedby","contributoremail","notes","Variable","stdvalue","stdunit","stdname"
"152",18002,"MTD2121","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8,"day / 1 individual",0,0,"",691200,"second / individual",0,0,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",35,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8,"day",691200,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",35,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",35,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"165",18015,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",30,"day / 1 individual",0,0,"",2592000,"second / individual",0,0,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",15,"direct","celsius",NA,NA,"","",NA,"",NA,NA,30,"day",2592000,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",30,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"166",18016,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",13,"day / 1 individual",0,0,"",1123200,"second / individual",0,0,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",20,"direct","celsius",NA,NA,"","",NA,"",NA,NA,13,"day",1123200,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",13,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"167",18017,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",9.8,"day / 1 individual",0.02,0.02,"",846720,"second / individual",1728,1728,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",25,"direct","celsius",NA,NA,"","",NA,"",NA,NA,9.8,"day",846720,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",9.8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"168",18018,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",9.6,"day / 1 individual",0.2,0.2,"",829440,"second / individual",17280,17280,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",28,"direct","celsius",NA,NA,"","",NA,"",NA,NA,9.6,"day",829440,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",28,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",28,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",9.6,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"169",18019,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8,"day / 1 individual",0,0,"",691200,"second / individual",0,0,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8,"day",691200,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"170",18020,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8.1,"day / 1 individual",0.1,0.1,"",699840,"second / individual",8640,8640,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",32,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8.1,"day",699840,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8.1,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"171",18021,"MTD2124","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8,"day / 1 individual",0,0,"",691200,"second / individual",0,0,"SE",6,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",35,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8,"day",691200,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",35,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",35,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"185",18035,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",25.7,"day / 1 individual",0.3,0.3,"",2220480,"second / individual",25920,25920,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",15,"direct","celsius",NA,NA,"","",NA,"",NA,NA,25.7,"day",2220480,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",15,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",25.7,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"186",18036,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",12.9,"day / 1 individual",0.1,0.1,"",1114560,"second / individual",8640,8640,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",20,"direct","celsius",NA,NA,"","",NA,"",NA,NA,12.9,"day",1114560,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",20,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",12.9,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"187",18037,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8.8,"day / 1 individual",0.05,0.05,"",760320,"second / individual",4320,4320,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",25,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8.8,"day",760320,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",25,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8.8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"188",18038,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8.1,"day / 1 individual",0.1,0.1,"",699840,"second / individual",8640,8640,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",28,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8.1,"day",699840,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",28,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",28,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8.1,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"189",18039,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8,"day / 1 individual",0,0,"",691200,"second / individual",0,0,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",30,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8,"day",691200,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",30,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
"190",18040,"MTD2127","Development Time","Time taken by an individual to complete a particular period or life stage","Development Time","Time taken by an individual to complete a particular period or life stage",8.7,"day / 1 individual",0.2,0.2,"",751680,"second / individual",17280,17280,"SE",5,"terrestrial","lab",3.6815538909e-05,"cubic metre",3.6815538909e-05,"cubic metre",32,"direct","celsius",NA,NA,"","",NA,"",NA,NA,8.7,"day",751680,"second",NA,NA,"not stated",NA,"","Nairobi, Kenya",NA,NA,"",0,NA,-1.283,36.817,"Trichogramma sp. nr. Mwanzai","trichogrammatid wasp","","","","Metazoa","Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,"juvenile",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred (at test temperature)",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","",3.07723194037463e-09,"kilogram",1,"individual per host (1)","",NA,"",3.07723194037463e-09,"kilogram (wet body mass)","Corcyra cephalonica","rice moth","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Corcyra","cephalonica","egg",32,"celsius","inferred (ambient)",NA,NA,NA,NA,NA,"captive bred",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","not stated",2.182729911843e-08,"kilogram",1,"individual per host (1)","",NA,"",2.182729911843e-08,"kilogram (wet body mass)","growth rate","growth rate","life history","Table 2","Kalyebi, A., Overholt, W. A., Schulthess, F., Mueke, J. M. & Sithanantham, S. 2006. The effect of temperature and humidity on the bionomics of six African egg parasitoids (Hymenoptera : Trichogrammatidae). Bulletin of Entomological Research 96, 305-314.","http://dx.doi.org/10.1079/BER2006429","Biotraits","null@null.invalid","","alp",8.7,"Days","Trichogramma sp. nr. Mwanzai - juvenile"
